symbol,volatility,VaR_95,VaR_99,max_drawdown,sharpe_ratio,sortino_ratio,annual_return
سنوین,0.03381764358838659,-0.03308743169398908,-0.05562624324827716,-0.676340498176457,0.47039197624282997,0.545109562356437,0.2525244990265816
خودرو,0.035738509567525535,-0.043710424710424745,-0.05540355225113584,-0.907921568627451,0.4695974650379272,0.5369949196771551,0.266417317429736
ثغرب,0.033503225669033444,-0.05098106540197569,-0.06688150444437414,-0.860724233983287,0.4680462969974133,0.647658045016655,0.24892912162371883
غگلستا,0.03899444506394645,-0.049911244651781705,-0.06840482279868468,-0.9461775259308639,0.4597949188294866,0.5245993144572392,0.2846211586009104
آسان,0.00459733082191929,-0.007059158134547961,-0.01971457432833649,-0.022128709279547704,0.4542204606809355,0.30634625190309833,0.03314917469162025
وملل,0.03313423300154035,-0.04456509524446058,-0.06387941803582706,-0.9093980343980345,0.45290012299213644,0.5979600328493856,0.23822077374898742
شفارا,0.041107757215894915,-0.041411892429403525,-0.07126207353676837,-0.9213667881907213,0.4525779750308176,0.5125270105494344,0.29533673422857404
وکادو,0.03728482347355754,-0.046819874611868435,-0.07873779726714619,-0.9026509572901324,0.45050841612761106,0.5226606142638249,0.2666461210219604
ورازی,0.043682368395463786,-0.04732260564159849,-0.09482303020090536,-0.9425316779726097,0.4434974191353965,0.5486182765433029,0.30753712100296016
لکما,0.03792955112905441,-0.04120443740095092,-0.07450000000000001,-0.9608552214186018,0.4422212742847259,0.5780316670782404,0.2662671594469455
کقزوی,0.045506369558277845,-0.049601417183348095,-0.10829344522511657,-0.9767080745341615,0.44162485286067904,0.4737048766342219,0.31902591691321497
نطرین,0.041600555394201474,-0.05099967139773869,-0.06942604709617488,-0.9701070791195717,0.43938728280297673,0.46483332839519015,0.29016623999959906
نطرین3,0.041600555394201474,-0.05099967139773869,-0.06942604709617488,-0.9701070791195717,0.43938728280297673,0.46483332839519015,0.29016623999959906
ریشمک,0.03915389953583965,-0.04700708015892313,-0.06600589209381136,-0.910769051026667,0.4373548360857604,0.5094911108763784,0.2718374112351681
بپاس,0.029609953114078852,-0.03134712986936566,-0.05047805004259634,-0.9507619047619049,0.4331805789767612,0.37706860806085263,0.20361368672528593
بپاس3,0.029609953114078852,-0.03134712986936566,-0.05047805004259634,-0.9507619047619049,0.4331805789767612,0.37706860806085263,0.20361368672528593
وتعاون,0.04292360911134691,-0.04791000822831407,-0.09998615291992774,-0.9209459459459459,0.4261379313486317,0.4792329833394691,0.29036662383260725
وتعاون3,0.04292360911134691,-0.04791000822831407,-0.09998615291992774,-0.9209459459459459,0.4261379313486317,0.4792329833394691,0.29036662383260725
نوین,0.03504284305811356,-0.048979036412561516,-0.06745882953216664,-0.9178919973975276,0.42271285055224633,0.5302461917983242,0.23515003877396512
توریل3,0.03175434516036317,-0.044974835230677065,-0.05679267548699387,-0.8872257706192725,0.41652523549562115,0.5478617439025388,0.20996395757449843
توریل,0.03175434516036317,-0.044974835230677065,-0.05679267548699387,-0.8872257706192725,0.41652523549562115,0.5478617439025388,0.20996395757449843
شپلی,0.051542697731605414,-0.03868907033762961,-0.08975506153235412,-0.9492287917737791,0.41507216914339784,0.45407235803725554,0.33961825851983174
شپلی2,0.0515187842622676,-0.038677823514857046,-0.08973243350535927,-0.9492287917737791,0.41488613873574887,0.4536582736899282,0.3393085488393581
خبازرس,0.029028835496424637,-0.029995617726643543,-0.04789196079401142,-0.7449636225146427,0.41328489014523445,0.3850031044850546,0.19044931382571056
سامان,0.04503293451516076,-0.038392838369709824,-0.08333333333333337,-0.9349029326724496,0.4117257820962503,0.5358632646141733,0.29433274565291445
بهپاک,0.037573344144029484,-0.047574085309365466,-0.06594075397534395,-0.9614365766683649,0.40589239961958484,0.45419861900287234,0.2420979098103798
ولشرق3,0.034395853919053636,-0.047131716372012945,-0.0730444280200378,-0.8605369446424329,0.40467335029521445,0.5742365732004168,0.22095863133699994
ولشرق,0.034395853919053636,-0.047131716372012945,-0.0730444280200378,-0.8605369446424329,0.40467335029521445,0.5742365732004168,0.22095863133699994
آریان,0.035384205468724,-0.03250101626016257,-0.06725865247910513,-0.927604815276048,0.394186495369346,0.4526265274523981,0.2214172538613911
غشهداب,0.03655192724109317,-0.04710476567888487,-0.07129527992035505,-0.9712300662128136,0.3828560626111695,0.4505166175039418,0.2221498782617049
غناب,0.04453336761299368,-0.02952780009949105,-0.039958105600542825,-0.9993565233609997,0.38195515840162486,0.288803880674674,0.27002140193790436
زنجان,0.03412023952566808,-0.045828684869039106,-0.08842443179704648,-0.8896337475474166,0.38073119398920746,0.5881680323240532,0.20622000946879818
غپونه,0.036228506563027875,-0.04539096537491396,-0.07959743433378458,-0.9024278375733856,0.3775733976057092,0.49924635665596934,0.21714612811531459
